product,price,link,years,kilometraje,created,id,city,state
mini cooper s 2.0 chili at 5p,114000000,https://carro.mercadolibre.com.co/mco-2435064696-mini-cooper-s-20-_jm#position=32&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2020,21000,2024-06-08,2435064696,usaquen,bogota d.c.
volkswagen jetta 2.0 trendline,25500000,https://carro.mercadolibre.com.co/mco-2435064574-volkswagen-jetta-trendline-mt-20-2008-_jm#position=33&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2008,193000,2024-06-08,2435064574,chapinero,bogota d.c.
citroën c3 c3   unique at  1.2 2023,72500000,https://carro.mercadolibre.com.co/mco-2435141874-citroen-c3-unique-at-12-2023-_jm#position=34&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2023,30200,2024-06-08,2435141874,chapinero,bogota d.c.
mercedes-benz clase e 2.0 cgi 182 hp,66000000,https://carro.mercadolibre.com.co/mco-2435128126-mercedes-benz-e-200-cgi-at-20-2014-_jm#position=35&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2014,75000,2024-06-08,2435128126,usaquen,bogota d.c.
chevrolet spark 1.2 gt ls,36000000,https://carro.mercadolibre.com.co/mco-2435100926-chevrolet-spark-gt-ls-12-_jm#position=36&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2019,48384,2024-06-08,2435100926,usaquen,bogota d.c.
toyota prado 2.7 sumo,65000000,https://carro.mercadolibre.com.co/mco-2435074230-toyota-prado-sumo-27-2008-_jm#position=37&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2008,114000,2024-06-08,2435074230,chapinero,bogota d.c.
renault duster 2.0 dynamique 4x2 aniversario 45,48000000,https://carro.mercadolibre.com.co/mco-2435074036-renault-duster-20-dynamique-aniversario-45-mt-_jm#position=38&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2015,76600,2024-06-08,2435074036,suba,bogota d.c.
bmw x1 1.5 sdrive 18i edicion m,240000000,https://carro.mercadolibre.com.co/mco-2435073900-bmw-x1-15-sdrive-18i-edicion-m-2024-_jm#position=39&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2024,7000,2024-06-08,2435073900,usaquen,bogota d.c.
chevrolet optra 1.8 hb,24500000,https://carro.mercadolibre.com.co/mco-1435006429-chevrolet-optra-hb-18-_jm#position=40&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2009,91150,2024-06-08,1435006429,teusaquillo,bogota d.c.
renault sandero 1.6 expression 90 hp,36000000,https://carro.mercadolibre.com.co/mco-1434978247-renault-sandero-expression-16-_jm#position=41&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2016,48850,2024-06-08,1434978247,kennedy,bogota d.c.
chevrolet vitara 1.6l,40500000,https://carro.mercadolibre.com.co/mco-1434910341-chevrolet-vitara-16-_jm#position=42&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2011,157671,2024-06-08,1434910341,suba,bogota d.c.
mercedes-benz clase a 1.6 a 200 essential,78900000,https://carro.mercadolibre.com.co/mco-1434987803-mercedes-benz-a-200-16-_jm#position=43&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2017,36984,2024-06-08,1434987803,suba,bogota d.c.
nissan frontier 2.5 d22/np300,60000000,https://carro.mercadolibre.com.co/mco-1434997787-nissan-d22np300-fronitier-25-diesel-4x4-2013-_jm#position=44&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2013,264869,2024-06-08,1434997787,rafael uribe uribe,bogota d.c.
mazda cx-30 2.0 grand touring hibrida at,114000000,https://carro.mercadolibre.com.co/mco-2433585138-mazda-cx-30-grand-touring-_jm#position=45&search_layout=grid&type=item&tracking_id=9f9d0545-3859-4bda-85fd-4fa20a8b4504,2023,16000,2024-06-08,2433585138,suba,bogota d.c.
toyota prado 4.0 tx-l,140000000,https://carro.mercadolibre.com.co/mco-1440064805-toyota-prado-tx-l-40-_jm#position=1&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2012,140000,2024-06-20,1440064805,usaquen,bogota d.c.
renault logan 1.6 privilege / intens,43900000,https://carro.mercadolibre.com.co/mco-2460419478-renault-logan-16-_jm#position=2&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2018,51500,2024-06-20,2460419478,usaquen,bogota d.c.
volkswagen parati 1.8 parati,23000000,https://carro.mercadolibre.com.co/mco-2460519056-volkswagen-parati-18-2007-_jm#position=3&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2007,120000,2024-06-20,2460519056,rafael uribe uribe,bogota d.c.
kia cerato forte sx,36800000,https://carro.mercadolibre.com.co/mco-2460441032-kia-cerato-forte-sx-_jm#position=4&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2011,118500,2024-06-20,2460441032,fontibon,bogota d.c.
mitsubishi 2.6 montero tradicional,40000000,https://carro.mercadolibre.com.co/mco-2460427986-mitsubishi-26-montero-tradicional-1982-_jm#position=5&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,1999,562000,2024-06-20,2460427986,medellin,antioquia
toyota prado 3.0 txl diesel 4x4,250000000,https://carro.mercadolibre.com.co/mco-2460518552-toyota-prado-30-txl-diesel-4x4-2018-_jm#position=6&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2018,91521,2024-06-20,2460518552,medellin,antioquia
honda cr-v 2.4 5dr lxc 2wd,80000000,https://carro.mercadolibre.com.co/mco-2460464814-honda-cr-v-5dr-lxc-2wd-_jm#position=7&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2016,82210,2024-06-20,2460464814,suba,bogota d.c.
subaru forester 2.0 xt,105000000,https://carro.mercadolibre.com.co/mco-2460477176-subaru-forester-xt-20-cvt-_jm#position=8&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2018,79120,2024-06-20,2460477176,suba,bogota d.c.
kia rio 1.4 vibrant mt,73000000,https://carro.mercadolibre.com.co/mco-2460515774-kia-rio-vibrant-14-_jm#position=9&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2023,8700,2024-06-20,2460515774,suba,bogota d.c.
nissan murano 3.5 exclusive,102000000,https://carro.mercadolibre.com.co/mco-2460501680-nissan-murano-35-exclusive-2016-_jm#position=10&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2016,21300,2024-06-20,2460501680,medellin,antioquia
land rover range rover sport hse at 4200cc supercargada,120000000,https://carro.mercadolibre.com.co/mco-2460398840-land-rover-range-rover-sport-_jm#position=11&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2007,75000,2024-06-20,2460398840,martires,bogota d.c.
nissan frontier 2.5 np300 xe 4x4 diesel,127000000,https://carro.mercadolibre.com.co/mco-2460436776-nissan-np-300-frontier-25-xe-4x4-td-_jm#position=12&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2018,75000,2024-06-20,2460436776,usaquen,bogota d.c.
land rover range rover 2.0 evoque,264000000,https://carro.mercadolibre.com.co/mco-2460411286-land-rover-evoque-20-_jm#position=13&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2023,5730,2024-06-20,2460411286,puente aranda,bogota d.c.
renault duster 2.0 dynamique intens,69300000,https://carro.mercadolibre.com.co/mco-2460475282-renault-duster-20-diynamique-intens-2021-_jm#position=14&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2021,65686,2024-06-20,2460475282,medellin,antioquia
chevrolet optra 1.8 advance,22700000,https://carro.mercadolibre.com.co/mco-2460462366-chevrolet-optra-advance-_jm#position=15&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2010,112000,2024-06-20,2460462366,kennedy,bogota d.c.
chevrolet sail 1.4 ls,33500000,https://carro.mercadolibre.com.co/mco-2460398204-chevrolet-sail-ls-_jm#position=16&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2019,84500,2024-06-20,2460398204,bosa,bogota d.c.
chevrolet sail 1.4 ls,26500000,https://carro.mercadolibre.com.co/mco-2460488168-chevrolet-sail-ls-_jm#position=17&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2016,76000,2024-06-20,2460488168,bosa,bogota d.c.
suzuki s-cross 1.4 turbo glx all grip 4x4,99000000,https://carro.mercadolibre.com.co/mco-2460487708-suzuki-s-cross-14-turbo-glx-all-grip-4x4-_jm#position=18&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2023,8500,2024-06-20,2460487708,suba,bogota d.c.
volvo xc90 b6 momentum hibrido 2.0  4x4,278000000,https://carro.mercadolibre.com.co/mco-2460474488-volvo-xc90-b6-momentum-hibrido-20-4x4-2022-_jm#position=19&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2022,23287,2024-06-20,2460474488,suba,bogota d.c.
audi a4 1.8 tfsi comfort,46000000,https://carro.mercadolibre.com.co/mco-2460513018-audi-a4-b8-tfsi-comfort-at-18-2012-_jm#position=20&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2012,85910,2024-06-20,2460513018,usaquen,bogota d.c.
mazda cx-30 2.0 grand touring at,110000000,https://carro.mercadolibre.com.co/mco-2460447794-mazda-cx-30-grand-touring-20-at-_jm#position=21&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2022,18200,2024-06-20,2460447794,kennedy,bogota d.c.
land rover discovery 4 5.0 se,129500000,https://carro.mercadolibre.com.co/mco-1439946967-land-rover-discovery-4-se-at-50-2010-_jm#position=22&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2010,99000,2024-06-20,1439946967,chapinero,bogota d.c.
mercedes-benz cla 180 1.6,78600000,https://carro.mercadolibre.com.co/mco-1439918355-mercedes-benz-at-cla-180-16-2017-_jm#position=23&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2017,78100,2024-06-20,1439918355,chapinero,bogota d.c.
volkswagen beetle sport 2.5,71900000,https://carro.mercadolibre.com.co/mco-1439905251-volkswagen-beetle-sport-at-25-2017-_jm#position=24&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2017,30800,2024-06-20,1439905251,usaquen,bogota d.c.
toyota prado 2.7 tx fl sumo,210000000,https://carro.mercadolibre.com.co/mco-1439852705-toyota-prado-tx-sumo-27-_jm#position=25&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2020,54330,2024-06-20,1439852705,kennedy,bogota d.c.
renault twizy cargo,25500000,https://carro.mercadolibre.com.co/mco-1439876521-renault-twizy-cargo-2016-_jm#position=26&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2016,16151,2024-06-20,1439876521,medellin,antioquia
mitsubishi lancer 1.3 gl 4 p,14500000,https://carro.mercadolibre.com.co/mco-1439899803-mitsubishi-lancer-gl-13-1996-_jm#position=27&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,1999,3000,2024-06-20,1439899803,suba,bogota d.c.
mazda 3 2.0 grand touring,69900000,https://carro.mercadolibre.com.co/mco-1439873359-mazda-3-grand-touring-_jm#position=28&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2018,34500,2024-06-20,1439873359,usaquen,bogota d.c.
volkswagen escarabajo 1.6,32000000,https://carro.mercadolibre.com.co/mco-1439937411-volkswagen-escarabajo-1966-_jm#position=29&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,1966,95966,2024-06-20,1439937411,medellin,antioquia
toyota corolla cross 1.8 hv xei,126500000,https://carro.mercadolibre.com.co/mco-1439898517-toyota-corolla-cross-xe-i-hybrid-18-_jm#position=30&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2023,25000,2024-06-20,1439898517,suba,bogota d.c.
jeep willys 3.7 comando,35000000,https://carro.mercadolibre.com.co/mco-1439911033-willys-jeep-37-comando-1971-_jm#position=31&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,1971,93630,2024-06-20,1439911033,medellin,antioquia
mazda cx-5 2.5 grand touring,109500000,https://carro.mercadolibre.com.co/mco-1439870161-mazda-cx-5-grand-touring-_jm#position=32&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2020,33500,2024-06-20,1439870161,suba,bogota d.c.
toyota yaris sport,73000000,https://carro.mercadolibre.com.co/mco-2460246956-toyota-yaris-_jm#position=33&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2021,18650,2024-06-20,2460246956,suba,bogota d.c.
ford escape 2.0 se,62900000,https://carro.mercadolibre.com.co/mco-2460180576-ford-escape-se-_jm#position=34&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2015,78200,2024-06-20,2460180576,suba,bogota d.c.
renault logan 1.6 life,51000000,https://carro.mercadolibre.com.co/mco-1439728655-renault-logan-life-_jm#position=35&search_layout=grid&type=item&tracking_id=e2501802-0b67-41cb-92e7-5e497d2724cf,2023,18215,2024-06-20,1439728655,chia,cundinamarca
suzuki grand vitara 2.4 glx 4x4,58000000,https://carro.mercadolibre.com.co/mco-2220594212-suzuki-grand-vitara-glx-_jm#position=1&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2016,54700,2024-02-24,2220594212,suba,bogota d.c.
mazda 3 2.0 grand touring lx,82000000,https://carro.mercadolibre.com.co/mco-2219653768-mazda-3-20-grand-touring-lx-2019-_jm#position=2&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2019,55300,2024-02-24,2219653768,envigado,antioquia
renault symbol 1.4 alize,15000000,https://carro.mercadolibre.com.co/mco-2219653342-renault-symbol-14-alize-2005-_jm#position=3&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2005,250209,2024-02-24,2219653342,medellin,antioquia
chery qq 6 1.3 mt,22000000,https://carro.mercadolibre.com.co/mco-2219608426-chery-qq-6-13-mt-_jm#position=4&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2012,58576,2024-02-24,2219608426,suba,bogota d.c.
mazda cx-30 2.0 grand touring at hibrido ligero - mhev,119500000,https://carro.mercadolibre.com.co/mco-2219652592-mazda-cx-30-_jm#position=5&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2023,27100,2024-02-24,2219652592,suba,bogota d.c.
renault stepway 1.6 zen,69000000,https://carro.mercadolibre.com.co/mco-1394678349-renault-stepway-_jm#position=6&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2023,9500,2024-02-24,1394678349,puente aranda,bogota d.c.
renault fluence 2.0 privilege,29500000,https://carro.mercadolibre.com.co/mco-1394687447-renault-fluence-privilege-_jm#position=7&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2013,107000,2024-02-24,1394687447,engativa,bogota d.c.
nissan sentra 1.6 b13,21500000,https://carro.mercadolibre.com.co/mco-2219652052-nissan-sentra-b13-_jm#position=8&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2012,177000,2024-02-24,2219652052,bosa,bogota d.c.
audi q5 3.0 tfsi attraction tp,89900000,https://carro.mercadolibre.com.co/mco-1394677133-audi-q5-30-tfsi-attraction-tp-_jm#position=9&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2015,60125,2024-02-24,1394677133,chapinero,bogota d.c.
mercedes-benz clase a 1.6 a 200,92000000,https://carro.mercadolibre.com.co/mco-1394676329-mercedes-benz-16-a200-essential-2018-_jm#position=10&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2018,71356,2024-02-24,1394676329,envigado,antioquia
ford f-150 6.2 svt raptor,98900000,https://carro.mercadolibre.com.co/mco-2219590816-ford-f-150-62-svt-raptor-2012-_jm#position=11&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2012,105749,2024-02-24,2219590816,medellin,antioquia
chevrolet optra 1.4,17500000,https://carro.mercadolibre.com.co/mco-1394666199-chevrolet-optra-_jm#position=12&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2006,160000,2024-02-24,1394666199,kennedy,bogota d.c.
nissan sentra 2.0 b16,33900000,https://carro.mercadolibre.com.co/mco-2219612380-nissan-sentra-_jm#position=13&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2013,103000,2024-02-24,2219612380,suba,bogota d.c.
mercedes-benz clase a 200 progressive 1.4,106900000,https://carro.mercadolibre.com.co/mco-2219624014-mercedes-benz-clase-a-200-progressive-_jm#position=14&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,25500,2024-02-24,2219624014,usaquen,bogota d.c.
kia new sportage lx revolution summa,80000000,https://carro.mercadolibre.com.co/mco-2219600330-kia-new-sportage-lx-_jm#position=15&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2016,60000,2024-02-24,2219600330,ciudad bolivar,bogota d.c.
mercedes-benz clase gle 450 3.0 4matic coupe hibrida,359000000,https://carro.mercadolibre.com.co/mco-1394629437-mercedes-benz-gle-450-4matic-coupe-hibrida-_jm#position=16&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2022,8000,2024-02-24,1394629437,usaquen,bogota d.c.
mazda 3 2.0 touring,79000000,https://carro.mercadolibre.com.co/mco-2219609876-mazda-_jm#position=17&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,61000,2024-02-24,2219609876,suba,bogota d.c.
nissan frontier 2.4 24l 4x2,56000000,https://carro.mercadolibre.com.co/mco-1394662521-nissan-np-300-frontier-24-24l-4x2-2015-_jm#position=18&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2015,182000,2024-02-24,1394662521,medellin,antioquia
renault sandero 1.6 gt line,37600000,https://carro.mercadolibre.com.co/mco-2219566612-renault-sandero-gt-line-_jm#position=19&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2013,107000,2024-02-24,2219566612,kennedy,bogota d.c.
chevrolet silverado 5.3 z71 4x4,265000000,https://carro.mercadolibre.com.co/mco-1394635731-chevrolet-silverado-53-z71-4x4-2023-_jm#position=20&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2023,4460,2024-02-24,1394635731,medellin,antioquia
toyota prado txl,285000000,https://carro.mercadolibre.com.co/mco-1394627023-toyota-prado-txl-_jm#position=21&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,54400,2024-02-24,1394627023,kennedy,bogota d.c.
chevrolet d-max 2.5 doble cabina mt,105000000,https://carro.mercadolibre.com.co/mco-2219565308-chevrolet-d-max-doble-cabina-_jm#position=22&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2019,224500,2024-02-24,2219565308,suba,bogota d.c.
mercedes-benz clase gla 1.6 urban,120000000,https://carro.mercadolibre.com.co/mco-1394659757-mercedes-benz-gla-200-urban-tp-16-_jm#position=23&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,31000,2024-02-24,1394659757,usaquen,bogota d.c.
chevrolet d-max 2.5 estacas,62000000,https://carro.mercadolibre.com.co/mco-1394625959-chevrolet-d-max-estacas-_jm#position=24&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2012,177200,2024-02-24,1394625959,suba,bogota d.c.
audi a3 1.8 tfsi advance rs turbo,63000000,https://carro.mercadolibre.com.co/mco-2219563274-audi-a3-18-18-tfsi-advance-rs-turbo-_jm#position=25&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2015,75000,2024-02-24,2219563274,teusaquillo,bogota d.c.
byd song plus 1.5 dm-i gl,195000000,https://carro.mercadolibre.com.co/mco-2219549588-byd-song-plus-dmi-15-2024-_jm#position=26&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2024,10540,2024-02-24,2219549588,suba,bogota d.c.
nissan march 1.6 advance,61000000,https://carro.mercadolibre.com.co/mco-1394610139-nissan-march-advance-_jm#position=27&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2022,22550,2024-02-24,1394610139,usaquen,bogota d.c.
mercedes-benz vito 2.1 114 cdi tourer,115500000,https://carro.mercadolibre.com.co/mco-2219548970-mercedes-benz-vito-tourer-114-_jm#position=28&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,132447,2024-02-24,2219548970,cota,cundinamarca
nissan x-trail 2.5 at full equipo,35500000,https://carro.mercadolibre.com.co/mco-1394622909-nissan-x-trail-_jm#position=29&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2006,120000,2024-02-24,1394622909,usaquen,bogota d.c.
honda cr-v 2.0 at,25800000,https://carro.mercadolibre.com.co/mco-2219548240-honda-cr-v-_jm#position=30&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,1997,200000,2024-02-24,2219548240,suba,bogota d.c.
suzuki vitara 1.6 gl,82000000,https://carro.mercadolibre.com.co/mco-1394643175-suzuki-vitara-2wd-at-16-_jm#position=31&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2022,21500,2024-02-24,1394643175,engativa,bogota d.c.
toyota fortuner sw4 street,168000000,https://carro.mercadolibre.com.co/mco-1394597803-toyota-fortuner-sw4-street-2020-_jm#position=32&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,30653,2024-02-24,1394597803,kennedy,bogota d.c.
mazda cx-5 2.5 grand touring camioneta,138000000,https://carro.mercadolibre.com.co/mco-2219558120-mazda-cx-5-_jm#position=33&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2023,5073,2024-02-24,2219558120,rafael uribe uribe,bogota d.c.
toyota fortuner 2.7  4x2 at  (7 puestos),123000000,https://carro.mercadolibre.com.co/mco-2219535698-toyota-fortuner-27-at-4x2-7-puestos-_jm#position=34&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2016,118722,2024-02-24,2219535698,suba,bogota d.c.
kia sportage 1.6 vibrant hibrida,120000000,https://carro.mercadolibre.com.co/mco-2219534682-kia-sportage-16-vibrant-hibrida-2021-_jm#position=35&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2021,48613,2024-02-24,2219534682,medellin,antioquia
chevrolet n300 1.2 cargo,34000000,https://carro.mercadolibre.com.co/mco-2219319448-chevrolet-n300-van-cargo-12-_jm#position=36&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2012,260000,2024-02-24,2219319448,engativa,bogota d.c.
kia new sportage 2.0 lx summa,69500000,https://carro.mercadolibre.com.co/mco-2219293876-kia-new-sportage-lx-summa-_jm#position=37&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2016,64850,2024-02-24,2219293876,chapinero,bogota d.c.
kia sportage zenith,106000000,https://carro.mercadolibre.com.co/mco-2219291700-kia-sportege-zenith-2019-_jm#position=38&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2019,57242,2024-02-24,2219291700,kennedy,bogota d.c.
chevrolet tracker 1.8 ltz,63800000,https://carro.mercadolibre.com.co/mco-2219217868-chevrolet-tracker-18-ltz-_jm#position=39&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2018,60500,2024-02-24,2219217868,engativa,bogota d.c.
mazda 2 1.5 grand touring lx,74900000,https://carro.mercadolibre.com.co/mco-1394579205-mazda-2-15-grand-touring-lx-2021-_jm#position=40&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2021,47000,2024-02-24,1394579205,envigado,antioquia
kia sportage 2.0 at 4x2,59500000,https://carro.mercadolibre.com.co/mco-2219203886-kia-sportage-fq-_jm#position=41&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2014,171000,2024-02-24,2219203886,suba,bogota d.c.
kia soul 1.6 new ex,55000000,https://carro.mercadolibre.com.co/mco-1394558413-kia-soul-_jm#position=42&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2015,52132,2024-02-24,1394558413,suba,bogota d.c.
toyota corolla cross 1.8 se-g,155000000,https://carro.mercadolibre.com.co/mco-2219114902-toyota-corolla-cross-18-se-g-hybrid-4x2-2023-_jm#position=43&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2023,6555,2024-02-24,2219114902,medellin,antioquia
renault logan 1.6 expression,29500000,https://carro.mercadolibre.com.co/mco-2219114556-renault-logan-_jm#position=44&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2015,89600,2024-02-24,2219114556,suba,bogota d.c.
renault duster 1.6 dynamique,54500000,https://carro.mercadolibre.com.co/mco-1394288865-renault-duster-_jm#position=45&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2018,38600,2024-02-24,1394288865,suba,bogota d.c.
citroën c4 1.6,66500000,https://carro.mercadolibre.com.co/mco-1394259249-citroen-c4-cactus-shine-tp-16-_jm#position=46&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,31000,2024-02-24,1394259249,fontibon,bogota d.c.
citroën c4 1.6,66500000,https://carro.mercadolibre.com.co/mco-2217726346-citroen-c4-cactus-shine-tp-16-_jm#position=47&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2020,31000,2024-02-24,2217726346,fontibon,bogota d.c.
chevrolet tracker 1.2 premier turbo,75000000,https://carro.mercadolibre.com.co/mco-1394224629-chevrolet-tracker-_jm#position=48&search_layout=grid&type=item&tracking_id=7d233b23-5f1d-4d19-b43b-bead8944911d,2021,28488,2024-02-24,1394224629,suba,bogota d.c.
